1290401657016,22.484915256500244,114.14131879806519,0,11/22/2010 12:54:17
1290401693114,22.484883069992065,114.14136171340942,2,11/22/2010 12:54:53
1290401894520,22.488632798194885,114.13996696472168,2,11/22/2010 12:58:14
1290401984805,22.491368651390076,114.13835763931274,1,11/22/2010 12:59:44
1290402041890,22.491438388824463,114.13833618164063,2,11/22/2010 13:00:41
1290402105025,22.491583228111267,114.13917303085327,2,11/22/2010 13:01:45
1290402390897,22.464213967323303,114.15159165859222,1,11/22/2010 13:06:30
1290402396900,22.46306598186493,114.15128588676453,2,11/22/2010 13:06:36
1290402399917,22.462610006332397,114.15115714073181,2,11/22/2010 13:06:39
1290402411932,22.45950937271118,114.15094256401062,2,11/22/2010 13:06:51
1290402414937,22.45884418487549,114.15109276771545,2,11/22/2010 13:06:54
1290402417939,22.458624243736267,114.15113031864166,1,11/22/2010 13:06:57
1290402699472,22.444376349449158,114.17443871498108,2,11/22/2010 13:11:39
1290402702500,22.44427978992462,114.17488932609558,2,11/22/2010 13:11:42
1290402726518,22.442257404327393,114.18046295642853,2,11/22/2010 13:12:06
1290402729521,22.44206964969635,114.18096721172333,2,11/22/2010 13:12:09
1290402759552,22.438266277313232,114.18775856494904,2,11/22/2010 13:12:39
1290402762554,22.437949776649475,114.18845057487488,2,11/22/2010 13:12:42
1290402765568,22.437697649002075,114.18913722038269,2,11/22/2010 13:12:45
1290402768570,22.43753671646118,114.18983995914459,2,11/22/2010 13:12:48
1290402774574,22.43731677532196,114.1912454366684,2,11/22/2010 13:12:54
1290402901609,22.422741651535034,114.2122095823288,2,11/22/2010 13:15:01
1290402904614,22.42231249809265,114.21259582042694,2,11/22/2010 13:15:04
1290402907618,22.42187261581421,114.21296060085297,1,11/22/2010 13:15:07
1290402913623,22.420772910118103,114.2133629322052,2,11/22/2010 13:15:13
1290402916625,22.420300841331482,114.21354532241821,2,11/22/2010 13:15:16
1290402919627,22.4198180437088,114.21363115310669,2,11/22/2010 13:15:19
1290402922632,22.419496178627014,114.21373844146729,1,11/22/2010 13:15:22
1290402931644,22.418004870414734,114.21322345733643,2,11/22/2010 13:15:31
1290402934693,22.417650818824768,114.21307325363159,2,11/22/2010 13:15:34
1290402937706,22.417243123054504,114.21288549900055,2,11/22/2010 13:15:37
1290402940711,22.41688370704651,114.21266555786133,2,11/22/2010 13:15:40
1290402943718,22.416771054267883,114.21259582042694,1,11/22/2010 13:15:43
1290402946727,22.416234612464905,114.21219885349274,2,11/22/2010 13:15:46
1290402949732,22.415993213653564,114.21189844608307,2,11/22/2010 13:15:49
1290402952737,22.415751814842224,114.21161413192749,2,11/22/2010 13:15:52
1290402955741,22.415462136268616,114.21136736869812,1,11/22/2010 13:15:55
1290402961747,22.414957880973816,114.21085238456726,2,11/22/2010 13:16:01
1290402964748,22.414727210998535,114.21071290969849,2,11/22/2010 13:16:04
1290402967751,22.414453625679016,114.21055197715759,2,11/22/2010 13:16:07
1290402970756,22.41436779499054,114.2104983329773,2,11/22/2010 13:16:10
1290402985833,22.413530945777893,114.21005308628082,1,11/22/2010 13:16:25
1290402991836,22.413471937179565,114.21007454395294,2,11/22/2010 13:16:31
1290402994838,22.413423657417297,114.210085272789,2,11/22/2010 13:16:34
1290402997851,22.41334319114685,114.21010136604309,2,11/22/2010 13:16:37
1290403000866,22.413278818130493,114.21004235744476,2,11/22/2010 13:16:40
1290403003876,22.41332709789276,114.21005845069885,1,11/22/2010 13:16:43
1290403006886,22.41332173347473,114.21007454395294,2,11/22/2010 13:16:46
1290403009911,22.4133163690567,114.21009063720703,2,11/22/2010 13:16:49
1290403012925,22.413370013237,114.210085272789,2,11/22/2010 13:16:52
1290403015926,22.41337537765503,114.210085272789,1,11/22/2010 13:16:55
1290403018934,22.413455843925476,114.21006917953491,2,11/22/2010 13:16:58
1290403021946,22.413466572761536,114.21009063720703,2,11/22/2010 13:17:01
1290403024957,22.413471937179565,114.21009600162506,2,11/22/2010 13:17:04
1290403079043,22.41357922554016,114.2092376947403,2,11/22/2010 13:17:59
1290403272045,22.414180040359497,114.20998871326447,2,11/22/2010 13:21:12
1290403275050,22.414180040359497,114.20998871326447,2,11/22/2010 13:21:15
1290403278054,22.414180040359497,114.20998871326447,2,11/22/2010 13:21:18
1290403281059,22.414180040359497,114.20998871326447,2,11/22/2010 13:21:21
1290403284064,22.414180040359497,114.20998871326447,1,11/22/2010 13:21:24
1290403470896,22.41407811641693,114.21006917953491,2,11/22/2010 13:24:30
1290403473913,22.414180040359497,114.21002626419067,2,11/22/2010 13:24:33
1290403476925,22.414185404777527,114.2100477218628,2,11/22/2010 13:24:36
1290403510066,22.414448261260986,114.20999944210052,2,11/22/2010 13:25:10
1290403513076,22.414448261260986,114.20999944210052,2,11/22/2010 13:25:13
1290403516086,22.414448261260986,114.20999944210052,1,11/22/2010 13:25:16
1290403519096,22.414453625679016,114.20999944210052,2,11/22/2010 13:25:19
1290403522106,22.414458990097046,114.20999944210052,2,11/22/2010 13:25:22
1290403525139,22.414458990097046,114.20999944210052,2,11/22/2010 13:25:25
1290403528153,22.414458990097046,114.20999944210052,1,11/22/2010 13:25:28
1290403534172,22.414458990097046,114.20999944210052,2,11/22/2010 13:25:34
1290403537182,22.414405345916748,114.21007454395294,2,11/22/2010 13:25:37
1290403540196,22.414448261260986,114.21006381511688,2,11/22/2010 13:25:40
1290403543213,22.414464354515076,114.2100477218628,1,11/22/2010 13:25:43
1290403546222,22.414469718933105,114.21006917953491,2,11/22/2010 13:25:46
